map,prompt,survey_point_id,transcription,note,category,sourced_elsewhere
174,"footing (turf)",32,g+r+oː+g+u·,,,0
174,"footing (turf)",33,g+r+oː+g′+u,,,0
174,"footing (turf)",34,g+r+ǫː+ⁱ+g′+u,,,0
174,"footing (turf)",35,g+r+oː+ⁱ+g′+ĕ,,,0
174,"footing (turf)",36,g+r+oː+ⁱ+g′+ĕ,,,0
174,"footing (turf)",37,g+r+ǫː+ⁱ+g′+ə,,,0
174,"footing (turf)",38,g+r+oː+ⁱ+g′+ĕ,,,0
174,"footing (turf)",39,g+r+oː+ⁱ+g′+ĕ,,,0
174,"footing (turf)",40,g+r+oː+g′+ĕ,,,0
174,"footing (turf)",41,g+r+oː+i+g′+ə,,,0
174,"footing (turf)",43,g+r+oː+ⁱ+g′+ĕ,,,0
174,"footing (turf)",44,g+r+oː+ⁱ+g′+ĕ,,,0
174,"footing (turf)",45,g+r+oː+g′+ĕ,,,0
174,"footing (turf)",46,g+r+oː+ⁱ+g′+ĕ,,,0
174,"footing (turf)",47,g+r+oː+g′+ə,,,0
174,"footing (turf)",48,g+r+u+ɪ+g′+u,,,0
174,"footing (turf)",49,g+r+oː+ⁱ+g′+uː,,,0
174,"footing (turf)",50,g+r+oː+g′+u,,,0
174,"footing (turf)",51,g+r+oː+ⁱ+g′+u,,,0
174,"footing (turf)",52,g+r+oː+ⁱ+g′+u,,,0
174,"footing (turf)",53,k+r+ǫː+ⁱ+g′+u,,,0
174,"footing (turf)",54,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",55a,g+r+ɔː+i+g′+u,,,0
174,"footing (turf)",56,g+r+ɔː+ⁱ+g′+ŭ,,,0
174,"footing (turf)",57,g+r+oː+ⁱ+g′+u,,,0
174,"footing (turf)",58,r+o̤+k+u,,,0
174,"footing (turf)",58,g+r+oː+ⁱ+g′+u,,,0
174,"footing (turf)",59,g+r+oː+g+u,,,0
174,"footing (turf)",60,g+r+ųː+ɪ+g′+uː,,,0
174,"footing (turf)",61,g+r+ɔː+ⁱ+g′+ų,,,0
174,"footing (turf)",62,g+r+ɔː+ⁱ+g′+uː,,,0
174,"footing (turf)",66,k+r+ɔː+ⁱ+g′+û,,,0
174,"footing (turf)",67,k+ï+r+i+k′+ə+g,,,0
174,"footing (turf)",68,k+r+ɔː+i+g′+û,,,0
174,"footing (turf)",69,k+r+ɔː+i+g′+u,,,0
174,"footing (turf)",70,k+r+ɔ+i+g′+u,,,0
174,"footing (turf)",71,k+r+ɔː+i+g′+u,,,0
174,"footing (turf)",72,k+r+ɔː+g′+u,,,0
174,"footing (turf)",73,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",74,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",75,k+r+ɔ̨ː+ⁱ+g′+u,,,0
174,"footing (turf)",76,k+r+ɔː+i+g′+ŭ,,,0
174,"footing (turf)",77,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",78,k+r+ɔː+i+g′+u,,,0
174,"footing (turf)",79,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",80,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",81,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",82,k+r+ɔː+g′+u,,,0
174,"footing (turf)",83,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",84,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",85,k+r+ɔː+ⁱ+g′+u,,,0
174,"footing (turf)",86,k+r+ɔː+ⁱ+g′+u,,,0
/*<L 206>*/
/*<M 175 (this bucket is) for (water)>*/
/*<F (tá an buicéad seo) le haghaidh, chun, i gcóir, fa choinne (uisce) ‹all forms are unstressed in the sentence.›>*/
175,"(this bucket is) for (water)",1,l′+e+h+i·,,,0
175,"(this bucket is) for (water)",2,x+ə+n,,,0
175,"(this bucket is) for (water)",3,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",5,l′+e+h+e+i,,,0
175,"(this bucket is) for (water)",6,f+ə ˈ+χ+i+n′+j+ə,,,1
175,"(this bucket is) for (water)",7,ɣ+ə+n,,,0
175,"(this bucket is) for (water)",8,x+ə+n,,,0
175,"(this bucket is) for (water)",9,x+ə+n,,,0
175,"(this bucket is) for (water)",10,x+ə+n,,,0
175,"(this bucket is) for (water)",11,ə ˈ+g+ǫː+r′,,,0
175,"(this bucket is) for (water)",12,x+ə+n,,,0
175,"(this bucket is) for (water)",12,ə ˈ+g+oː+r′,,,0
175,"(this bucket is) for (water)",13,g+ɔː+ṟ,,,0
175,"(this bucket is) for (water)",14,x+ə+n,,,0
175,"(this bucket is) for (water)",15,ə ˈ+g+ǫː+r′,,,0
175,"(this bucket is) for (water)",16,ə ˈ+g+ɔː+r′,,,0
175,"(this bucket is) for (water)",17,ɣ+ə+n,,,0
175,"(this bucket is) for (water)",19,x+ə+n,,,0
175,"(this bucket is) for (water)",20,x+o̤+n,,,0
175,"(this bucket is) for (water)",20,x+ɪ+n′,,,0
175,"(this bucket is) for (water)",20,ə ˈ+g+oː+r′,,,0
175,"(this bucket is) for (water)",21,x+ə+n,,,0
175,"(this bucket is) for (water)",22,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",22,x+o̤+n,,,0
175,"(this bucket is) for (water)",23,l′+ɛ+i,,,0
175,"(this bucket is) for (water)",24,l′+e+ˈ+h+iː,,,0
175,"(this bucket is) for (water)",24,l′+e+ˈ+h+ɛ+i,,,0
175,"(this bucket is) for (water)",25,l′+eː+i·,,,0
175,"(this bucket is) for (water)",27,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",28,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",29,l′+eː,,,0
175,"(this bucket is) for (water)",30,l′+e+i,,,0
175,"(this bucket is) for (water)",31,l′+eː+h+ɪ,,,0
175,"(this bucket is) for (water)",32,ə+g+ï+ɴ′+iː,,,0
175,"(this bucket is) for (water)",33,l′+e+χ′+i·,,,0
175,"(this bucket is) for (water)",34,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",35,l′+è+i,,,0
175,"(this bucket is) for (water)",36,l′+eː ˈ+h+a+j,,,0
175,"(this bucket is) for (water)",37,l′+a+i,,,0
175,"(this bucket is) for (water)",38,l′+e+i,,,0
175,"(this bucket is) for (water)",39,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",40,l′+e+i,,,0
175,"(this bucket is) for (water)",41,l′+e+i,,,0
175,"(this bucket is) for (water)",42,l′+ə+i,,,0
175,"(this bucket is) for (water)",43,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",44,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",45,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",46,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",47,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",48,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",49,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",50,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",51,l′+e+h+ə+j,,,0
175,"(this bucket is) for (water)",52,l′+ɛ ˈ+h+ɑ̨+j+ə,,,0
175,"(this bucket is) for (water)",53,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",54,l′+e+h+ə+j,,,0
175,"(this bucket is) for (water)",55a,l′+è+h+ɛ+j,,,0
175,"(this bucket is) for (water)",56,l′+ɛ+h+ɪː,,,0
175,"(this bucket is) for (water)",57,l′+ɛ+h+iː,,,0
175,"(this bucket is) for (water)",58,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",59,l′+ɛ+h+ə+j,,,0
175,"(this bucket is) for (water)",60,l′+eː+h+ɪː,,,0
175,"(this bucket is) for (water)",61,l′+e+ˈ+h+iː,,,0
175,"(this bucket is) for (water)",62,l′+e+h+iː,,,0
175,"(this bucket is) for (water)",64,f+o ˈ+x+ï+ŋ′+ə,,,0
175,"(this bucket is) for (water)",66,w+o,,,0
175,"(this bucket is) for (water)",66,f+ǫ,,,0
175,"(this bucket is) for (water)",67,ə+ṛ ˈ+s+o+n,,,0
175,"(this bucket is) for (water)",69,f+ɑ ˈ+x+ɪ̈+ɴ′+ə,,,0
175,"(this bucket is) for (water)",70,x+ɪ̈+ɴ′+ə,,,0
175,"(this bucket is) for (water)",71,f+ɑ̆ ˈ+χ+ï+ɴ′+ĕ,,,0
175,"(this bucket is) for (water)",72,x+ï+ɴ′ː+ĕ,,,0
175,"(this bucket is) for (water)",73,x+ï+ɴ′,,,0
175,"(this bucket is) for (water)",74,ᵊ x+ï+ɴ′+ɪ,,,0
175,"(this bucket is) for (water)",75,x+ï+ɴ′+ĕ,,,0
175,"(this bucket is) for (water)",76,f+ɑ̆ ˈ+x+ï+ɴ′,,,0
175,"(this bucket is) for (water)",77,f+ɑ ˈ+x+ï+ɴ′ː+ə,,,0
175,"(this bucket is) for (water)",78,f+ɔ ˈ+x+ï+ɴ′+i,,,0
175,"(this bucket is) for (water)",79,x+ï+ɴ′,,,0
175,"(this bucket is) for (water)",80,x+ï+ɴ′,,,0
175,"(this bucket is) for (water)",81,ə ˈ+χ+ï+ɴ′+ə,,,0
175,"(this bucket is) for (water)",82,f+ʷ+ï+ɴ′+ə,,,0
175,"(this bucket is) for (water)",83,f+ə ˈ+x+ï+ɴ′ː+ə,,,0
175,"(this bucket is) for (water)",84,x+ï+ɴ′+ə,,,0
175,"(this bucket is) for (water)",85,f+ɑ ˈ+x+ï+ɴ′,,,0
175,"(this bucket is) for (water)",86,f+ɑ j+eː+n′,,,0
175,"(this bucket is) for (water)",88,s+ɔ+n,,,0
/*<L 207>*/
/*<M 176a timber>*/
/*<F adhmad>*/
176a,"timber",1,e+i+m+o̤+d,,,0
176a,"timber",2,ɑ+i+m+ə+d,,,0
176a,"timber",3,ᴇ+i+m+o̤+d,,,0
176a,"timber",4,e+i+m+ə+d,,,0
176a,"timber",4,ø+i+m+ə+d,,,0
176a,"timber",5,ö+i+m+ə+d,,,0
176a,"timber",6,ɑ+i+m+ə+d,,,1
176a,"timber",7,a+i+m+ə+d,,,0
176a,"timber",8,è+i+m+o̤+d,,,0
176a,"timber",9,a+i+m+o̤+d,,,0
176a,"timber",10,a+i+m+o̤+d,,,0
176a,"timber",11,a+i+m+o̤+d,,,0
176a,"timber",12,è+i+m+o̤+d,,,0
176a,"timber",13,e+i+m+ə+d′,gen. sg.,,0
176a,"timber",14,è+i+m+o̤+d,,,0
176a,"timber",15,ɛ+i+m+ə+d,,,0
176a,"timber",16,è+i+m+o̤+d,,,0
176a,"timber",18,e+i+m+ə+d,,,0
176a,"timber",19,a+i+m+o̤+d,,,0
176a,"timber",20,ɑ+i+m+ə+d,,,0
176a,"timber",21,a+i+m+o̤+d,,,0
176a,"timber",23,è+i+m+ə+d,,,0
176a,"timber",24,è+i+m+o̤+d,,,0
176a,"timber",25,ɑː+m+ɪ̈+d′,gen. sg.,,0
176a,"timber",29,ɑː+m+ə+d′,gen. sg.,,0
176a,"timber",30,ɑː+m+ə+d,,,0
176a,"timber",31,ɑː+m+ə+d,,,0
176a,"timber",32,ɑː+m+ï+d′,gen. sg.,,0
176a,"timber",33,ɑː+m+ə+d,,,0
176a,"timber",34,ɑː+m+ə+d,,,0
176a,"timber",35,ɑː+m+o̤+d,,,0
176a,"timber",36,ɑː+m+o̤+d,,,0
176a,"timber",37,ǫː+m+ə+d,,,0
176a,"timber",38,ʼ+ų̃ː+m+ə+d,,,0
176a,"timber",39,ɑː+m+ə+d,,,0
176a,"timber",40,ɑː+m+ə+d,,,0
176a,"timber",41,ɑː+m+ə+d,,,0
176a,"timber",42,ɑː+m+ə+d,,,0
176a,"timber",43,ɑː+m+ə+d,,,0
176a,"timber",44,ɑː+m+ə+d,,,0
176a,"timber",45,ɑ̨̃ː+m+o̤+d,,,0
176a,"timber",46,ɑː+m+o̤+d,,,0
176a,"timber",47,ɑː+m+ə+d,,,0
176a,"timber",48,ɑ̨ː+m+ə+d,,,0
176a,"timber",49,ɑː+m+ï+d′,gen. sg.,,0
176a,"timber",50,ɑː+m+ə+d,,,0
176a,"timber",51,ɑː+m+ï+d′+ᶾ,gen. sg.,,0
176a,"timber",53,ɑː+m+ə+d·,,,0
176a,"timber",54,ɑ̨ː+m+ə+d·,,,0
176a,"timber",55a,ɑ̨ː+m+ə+d·,,,0
176a,"timber",56,ɑː+m+ə+d·,,,0
176a,"timber",57,ɑː+m+ə+d,,,0
176a,"timber",60,ɑː+m+ə+d,,,0
176a,"timber",61,ɑː+m+ə+d′,gen. sg.,,0
176a,"timber",62,ɑː+m+ə+d,,,0
176a,"timber",63,ɑː+m+ə+d,,,0
176a,"timber",64,ɑː+m+ə+d,,,1
176a,"timber",65,ɑː+m+ə+d,,,0
176a,"timber",66,ɑː+m+ə+d,,,0
176a,"timber",67,f′+ɪ+g·,,,0
176a,"timber",69,ɑ̣ː+m+ə+d,,,0
176a,"timber",70,aː+m+ï+d′,gen. sg.,,0
176a,"timber",71,ɑ̣ː+m+ə+t,,,0
176a,"timber",72,ɑ̣ː+m+o̤+ḍ,,,0
176a,"timber",73,ɑ̣ː+m+ə+ᴅ,,,0
176a,"timber",74,aː+m+ï+d′,gen. sg.,,0
176a,"timber",75,aː+m+ə+d·,,,0
176a,"timber",76,ɛː+m+ʷ+ï+d′,gen. sg.,,0
176a,"timber",77,aː+m+ə+d,,,0
176a,"timber",78,ɑː+m+ə+d,,,0
176a,"timber",79,aː+m+o̤+d,,,0
176a,"timber",80,ɑ̣ː+m+o̤+d,,,0
176a,"timber",81,ʼ+aː+m+o̤+d,,,0
176a,"timber",82,ɑː+m+ï+d′,gen. sg.,,0
176a,"timber",83,aː+m+o̤+d,,,0
176a,"timber",84,ɑ̣ː+m+o̤+d·,,,0
176a,"timber",85,ɑ̣ː+m+o̤+d,,,0
176a,"timber",86,ɑ̣ː+m+ə+d′+ᶾ,gen. sg.,,0
176a,"timber",88,f+e+i,(N),,0
176a,"timber",88,f+ᵉ+iː,(S),,0
/*<L 208>*/
/*<M 176b ploughing VN>*/
/*<F treabhadh>*/
176b,"ploughing VN",1,t′+r+o+u,,,0
176b,"ploughing VN",2,t′+r+e+u,,,0
176b,"ploughing VN",3,t′+r′+e+ˌ+u,,,0
176b,"ploughing VN",4,t′+r+e+u+ʷ+ə,,,0
176b,"ploughing VN",5,t′+r+o+u,,,0
176b,"ploughing VN",7,t′+r′+ǫ+u,,,0
176b,"ploughing VN",7,t′+r′+ɑ+u+ᵊ,,,0
176b,"ploughing VN",8,ṯ+r′+o+u,,,0
176b,"ploughing VN",9,t′+r′+ɑ̨+u,,,0
176b,"ploughing VN",10,t′+r′+o+u,,,0
176b,"ploughing VN",11,t′+r′+o+u,,,0
176b,"ploughing VN",12,t′+r′+ɑ̨+u,,,0
176b,"ploughing VN",13,ṯ+ṟ+ɛ+u,,,0
176b,"ploughing VN",14,t′+r′+o+u,,,0
176b,"ploughing VN",15,ṯ+ṟ+ɑ+u,,,0
176b,"ploughing VN",16,ṯ+ṟ+o+u,,,0
176b,"ploughing VN",17,ṯ+ṟ+o+u,,,0
176b,"ploughing VN",18,t′+r′+o+u,,,0
176b,"ploughing VN",19,t′+r′+o+u,,,0
176b,"ploughing VN",20,t′+r′+e+u,,,0
176b,"ploughing VN",21,t′+r′+ǫ+u,,,0
176b,"ploughing VN",22,ṯ+r′+o+u,,,0
176b,"ploughing VN",23,t′+r′+o+u,,,0
176b,"ploughing VN",24,t′+r′+o+u,,,0
176b,"ploughing VN",25,t′+r′+o+u,,,0
176b,"ploughing VN",26,t′+r′+ɑ+u,,,0
176b,"ploughing VN",27,t′+r′+o+u,,,0
176b,"ploughing VN",28,t′+r′+o+u,,,0
176b,"ploughing VN",29,t′+r′+o+u,,,0
176b,"ploughing VN",30,t′+r+o+u+w+ə,,,0
176b,"ploughing VN",31,t′+r+o+u,,,0
176b,"ploughing VN",32,t′+r+o+u+ʷ+ə,,,0
176b,"ploughing VN",33,t′+r′+o+u,,,0
176b,"ploughing VN",34,t′+ṟ+o+u,,,0
176b,"ploughing VN",35,t′+r′+o+u,,,0
176b,"ploughing VN",36,t′+r′+ɑ+u,,,0
176b,"ploughing VN",37,t′+r′+ɑ+u+ᵊ,,,0
176b,"ploughing VN",38,t′+r′+o+u+ʷᵊ,,,0
176b,"ploughing VN",39,t′+r′+o+u,,,0
176b,"ploughing VN",40,,no ploughing!,,0
176b,"ploughing VN",41,t′+ᶴ+r+ɑ̨+u,,,0
176b,"ploughing VN",42,,no ploughing!,,0
176b,"ploughing VN",43,t′+r′+ɑ̨+u,,,0
176b,"ploughing VN",44,t′+r′+a+u,,,0
176b,"ploughing VN",45,t′+r′+a+u,,,0
176b,"ploughing VN",46,t′+r′+ɑ̣+v+ə,,,0
176b,"ploughing VN",47,t′+r′+o+w+ə,,,0
176b,"ploughing VN",48,t′+r′+ɛ+u,,,0
176b,"ploughing VN",49,ṯ′+ṟ′+o+u+ə,,,0
176b,"ploughing VN",50,t′+r′+ɑ̨+u,,,0
176b,"ploughing VN",51,t′+ᶴ+r′+o+u+ʷ+ə,,,0
176b,"ploughing VN",53,t′+r′+o+u+ə,,,0
176b,"ploughing VN",54,t′+ˢˊ+r′+o+u+ə,,,0
176b,"ploughing VN",55a,t′+ᶴ+r′+ɔ+u+ʷ+ə,,,0
176b,"ploughing VN",56,t′+ᶴ+r+o+u+ʷ+ə,,,0
176b,"ploughing VN",57,t′+ᶴ+r′+o+u+ʷ+ə,,,0
176b,"ploughing VN",58,t′+ᶴ+r′+o+u+ə,,,0
176b,"ploughing VN",59,t′+ʃ+r+o+u+ə,,,0
176b,"ploughing VN",60,t′+r+o+u,,,0
176b,"ploughing VN",61,t″+r+o+u,,,0
176b,"ploughing VN",62,t″+ṟ+ɑ+u,,,0
176b,"ploughing VN",65,t′+ʃ+r+oː+u,,,0
176b,"ploughing VN",66,t′+r+ọː+u,,,0
176b,"ploughing VN",67,t+r+oː+ɑ̆+g,,,0
176b,"ploughing VN",68,t′+r+oː+ŭ+ʷ,,,0
176b,"ploughing VN",69,t′+r+oː+ŭ,,,0
176b,"ploughing VN",70,t′+r′+oː+u,,,0
176b,"ploughing VN",71,t′+ṟ+oː+u,,,0
176b,"ploughing VN",72,t′+r′+oː+u,,,0
176b,"ploughing VN",73,t′+ṟ+oː+u,,,0
176b,"ploughing VN",74,t′+r′+oː+u,,,0
176b,"ploughing VN",75,t′+r′+ɔː+ŭ,,,0
176b,"ploughing VN",76,t′+ṟ+oː+u,,,0
176b,"ploughing VN",77,t′+ṟ+ọː+u,,,0
176b,"ploughing VN",78,t′+r′+ɔː+u,,,0
176b,"ploughing VN",79,t′+ʃ+r+oː+u+φ,,,0
176b,"ploughing VN",80,t′+r+oː+u,,,0
176b,"ploughing VN",81,t′+r″+oː+u,,,0
176b,"ploughing VN",82,t′+r+oː+u+w,,,0
176b,"ploughing VN",83,,no ploughing!,,0
176b,"ploughing VN",84,,no ploughing!,,0
176b,"ploughing VN",85,t′+ʃ+r+oː+ŭ,,,0
176b,"ploughing VN",86,t′+ᶴ+r′+ọː+ᵘ+φ,,,0
176b,"ploughing VN",88,t′+r+ɛː+u+w,(N),,0
176b,"ploughing VN",88,ṯ+ṟ+ɑ+ˌ+u,(N),,0
176b,"ploughing VN",88,t′+ᶴ+r+eː+u,(S),,0
/*<L 209>*/
/*<M 177a to sharpen>*/
/*<F faobhar (a chur)>*/
177a,"to sharpen",1,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",2,f+ʷ+öː+r,,,0
177a,"to sharpen",3,f+ᴇː+r,,,0
177a,"to sharpen",4,f+ʷ+öː+r,,,0
177a,"to sharpen",5,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",6,f+ᴇː+r,,,1
177a,"to sharpen",7,f+ʷ+ᴇ̃ː+r,,,0
177a,"to sharpen",8,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",9,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",10,f+ʷ+ɛː+r,,,0
177a,"to sharpen",11,f+ᴇː+ˈ+r+uː,i.e. ‘sharpening’ (VN),,0
177a,"to sharpen",12,f+ʷ+iː+r′,gen. sg.,,0
177a,"to sharpen",13,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",14,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",15,f+ɛː+r,,,0
177a,"to sharpen",16,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",17,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",18,f+ᴇː+ᵊ+r,,,0
177a,"to sharpen",19,f+ɛː+r,,,0
177a,"to sharpen",20,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",21,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",22,f+ʷ+ᴇː+r,,,0
177a,"to sharpen",23,f+ʷ+ɛː+r,,,0
177a,"to sharpen",24,f+ᴇː+r,,,0
177a,"to sharpen",25,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",26,f+ʷ+ɪː+r,,,0
177a,"to sharpen",27,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",28,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",29,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",31,f+ʷ+ɪː+v̱+ə+r,,,0
177a,"to sharpen",32,f+ʷ+ɪː+v̱+ə+r,,,0
177a,"to sharpen",33,f+ʷ+ɪː+v̱+ə+r,,,0
177a,"to sharpen",34,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",35,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",36,f+iː+v̱+ə+r,,,0
177a,"to sharpen",37,f+ʷ+ɪː+v̱+ə+r,,,0
177a,"to sharpen",38,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",39,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",40,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",41,f+ʷ+ɪː+v̱+ə+r,,,0
177a,"to sharpen",42,f+ɪː+v̱+ə+r,,,0
177a,"to sharpen",43,f+ʷ+ɪː+v̱+ə+r,,,0
177a,"to sharpen",44,f+ʷ+ɪː+v̱+ə+r,,,0
177a,"to sharpen",45,f+ʷ+iː+w+ə+r,,,0
177a,"to sharpen",46,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",47,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",48,f+ɪː+w+ə+r,,,0
177a,"to sharpen",49,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",50,f+ʷ+ɪː+v̱+ə+r,,,0
177a,"to sharpen",51,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",52,f+ɪː+w+ə+r′,gen. sg.,,0
177a,"to sharpen",53,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",54,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",55a,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",56,f+ɪː+w+ə+r,,,0
177a,"to sharpen",57,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",58,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",59,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",60,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",61,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",62,f+ʷ+ɪː+v+ə+r,,,0
177a,"to sharpen",65,f+ûː+w+ə+r,,,0
177a,"to sharpen",66,f+ûː+ə+r,,,0
177a,"to sharpen",67,f+èː+v+ə+r,,,0
177a,"to sharpen",68,f+λ+w+ə+r,,,0
177a,"to sharpen",69,f′+j+ûː+ə+r,,,0
177a,"to sharpen",70,f′+j+uː+ə+r,,,0
177a,"to sharpen",71,f′+j+ûː+ə+r,,,0
177a,"to sharpen",72,f′+j+λː+ᵊ+r,,,0
177a,"to sharpen",73,f′+j+uː+r,,,0
177a,"to sharpen",74,f′+j+ûː+r′,gen. sg.,,0
177a,"to sharpen",75,f′+j+ųː+w+ə+r,,,0
177a,"to sharpen",76,f′+j+ûː+r,,,0
177a,"to sharpen",77,f′+j+λː+ə+r,,,0
177a,"to sharpen",78,f′+λː+w+ə+r,,,0
177a,"to sharpen",79,f+ɪː+w+ə+r,,,0
177a,"to sharpen",80,f′+j+uː+ə+r,,,0
177a,"to sharpen",81,f+ʷ+ɪː+w+ə+r″,gen. sg.,,0
177a,"to sharpen",82,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",82,f′+ʲ+ûː+r,,,0
177a,"to sharpen",82,f+ʷ+yː+w+ə+r),,,0
177a,"to sharpen",83,f′+ʲ+λː+w+ə+r,,,0
177a,"to sharpen",83,f+ʷ+ɪː+w+ə+r,,,0
177a,"to sharpen",84,f+iː+w+ə+r,,,0
177a,"to sharpen",85,f+ʷ+iː+w+ə+r″,gen. sg.,,0
177a,"to sharpen",86,f+ʷ+iː+w+ə+r″,gen. sg.,,0
177a,"to sharpen",88,f+ọː+r,(S),,0
/*<L 210>*/
/*<M 177b reaping-hook>*/
/*<F corrán>*/
177b,"reaping-hook",1,k+r+ɑː+n,,,0
177b,"reaping-hook",2,k+r+ɑː+n,,,0
177b,"reaping-hook",3,k+r+ɑː+n,,,0
177b,"reaping-hook",4,k+r+ɑː+n,,,0
177b,"reaping-hook",5,k+ə+ˈ+r·+ɑː+n,,,0
177b,"reaping-hook",7,k+ᵊ+r+ɑː+n,,,0
177b,"reaping-hook",8,k+ᵊ+r+ɑː+n,,,0
177b,"reaping-hook",9,k+r+ɑː+n,,,0
177b,"reaping-hook",10,k+r+ɑː+n,,,0
177b,"reaping-hook",11,k+r+ɑː+n,,,0
177b,"reaping-hook",12,k+r+ɑː+n,,,0
177b,"reaping-hook",13,k+r+ɑː+n,,,0
177b,"reaping-hook",14,k+r+ɑː+n,,,0
177b,"reaping-hook",15,k+r+ɑː+n,,,0
177b,"reaping-hook",16,k+ə+ˈ+r+ɑː+n,,,0
177b,"reaping-hook",18,k+r+ɑː+n,,,0
177b,"reaping-hook",19,k+r+ɑː+n,,,0
177b,"reaping-hook",20,k+r+ɑː+n,,,0
177b,"reaping-hook",21,k+r+ɑː+n,,,0
177b,"reaping-hook",22,k+r+ɑː+n,,,0
177b,"reaping-hook",23,k+ï+ˈ+r+ɑː+n,,,0
177b,"reaping-hook",24,k+ə+ˈ+r+ɑː+n,,,0
177b,"reaping-hook",25,k+r+ɑː+n,,,0
177b,"reaping-hook",26,k+r+ɑː+n,,,0
177b,"reaping-hook",27,k+o̤+ʀ+ɑː+n,,,0
177b,"reaping-hook",28,k+r+ɑː+n,,,0
177b,"reaping-hook",29,k+r+ɑː+n,,,0
177b,"reaping-hook",30,k+r+ɑː+n,,,0
177b,"reaping-hook",31,k+r+ɑː+n,,,0
177b,"reaping-hook",32,k+r+ɑː+n,,,0
177b,"reaping-hook",33,k+ŏ+ˈ+r·+ɑː+n,,,0
177b,"reaping-hook",34,k+r+ɑː+n,,,0
177b,"reaping-hook",35,k+o+ʀ+ɑː+n,,,0
177b,"reaping-hook",36,k+r+ɑː+n,,,0
177b,"reaping-hook",37,k+o+r+ɑː+n,,,0
177b,"reaping-hook",38,k+ᵊ+r+ɑː+n,,,0
177b,"reaping-hook",39,k+o̤+r+ɑː+n,,,0
177b,"reaping-hook",40,k+o+r+ɑː+n,,,0
177b,"reaping-hook",41,k+o̤+r+ɑː+n,,,0
177b,"reaping-hook",42,k+o̤+r+ɑː+n,,,0
177b,"reaping-hook",43,k+o+ʀː+ɑː+n,,,0
177b,"reaping-hook",44,k+o+r+ɑː+n,,,0
177b,"reaping-hook",45,k+ŏ+r·+ɑː+n,,,0
